iteration,loss,pred_rate,r_square,best_valid_loss,best_pred_rate,best_r_square
1,1.0000248739666833,-0.0004603504141921217,0.0009546557130448454,0.9999801556237475,-0.0004603504141921217,0.0009546557130448454
500,0.9836381747870742,1.41606578566071,0.793708159983454,0.9809714350576152,1.41606578566071,0.793708159983454
1000,0.9795162590806613,1.9362245164246883,0.924507261550963,0.9789141564378757,1.9362245164246883,0.924507261550963
1500,0.9785850411761022,2.2011020069821394,0.9547305343538748,0.9778680016282565,2.2011020069821394,0.9547305343538748
2000,0.978582457884519,2.062383585973502,0.930102595244831,0.9778680016282565,2.2011020069821394,0.9547305343538748
2500,0.9781198334168336,2.277697946322031,0.9316390492018063,0.9778119128882765,2.277697946322031,0.9316390492018063
3000,0.9772448608153808,2.233188361912427,0.9488201526534279,0.9778119128882765,2.277697946322031,0.9316390492018063
3500,0.9772033911573146,2.258968127016599,0.9388430449934435,0.9778119128882765,2.277697946322031,0.9316390492018063
4000,0.9770706843374248,2.2733244896766367,0.912920808852582,0.9778119128882765,2.277697946322031,0.9316390492018063
4500,0.9767796530561123,2.4093940395601994,0.9266275387047809,0.9778119128882765,2.277697946322031,0.9316390492018063
5000,0.9760674669651803,2.298410124507854,0.9313638300162639,0.9778119128882765,2.277697946322031,0.9316390492018063
5500,0.9758596294150802,2.3030077092005485,0.9226834804657778,0.9778119128882765,2.277697946322031,0.9316390492018063
6000,0.9763307474323647,2.3634075877393297,0.8990827164337538,0.9778119128882765,2.277697946322031,0.9316390492018063
6500,0.9749674544401302,2.384972745813844,0.9221251611459682,0.9778119128882765,2.277697946322031,0.9316390492018063
7000,0.9745805869551604,2.4990038466865467,0.9236508704549222,0.9778119128882765,2.277697946322031,0.9316390492018063
7500,0.9744243956663327,2.430788582580166,0.9069109427379071,0.9778119128882765,2.277697946322031,0.9316390492018063
8000,0.9743117289266032,2.4978708344552545,0.905967688302223,0.9778119128882765,2.277697946322031,0.9316390492018063
8500,0.9741253600951904,2.4905912265168677,0.8883428896956924,0.9778119128882765,2.277697946322031,0.9316390492018063
9000,0.9742995757139279,2.572819098906537,0.8657013845663692,0.9778119128882765,2.277697946322031,0.9316390492018063
9500,0.9732370404872245,2.6231686413725788,0.8967791938169375,0.9778119128882765,2.277697946322031,0.9316390492018063
10000,0.9730456420653808,2.5506833571863754,0.8653110132074231,0.9778119128882765,2.277697946322031,0.9316390492018063
10500,0.9727084638026052,2.587311132445204,0.8646970289618968,0.9778119128882765,2.277697946322031,0.9316390492018063
11000,0.9722675428982966,2.642781894769022,0.8761796507079075,0.9778119128882765,2.277697946322031,0.9316390492018063
11500,0.9718284420403307,2.6950200354725347,0.8730846930056776,0.9778119128882765,2.277697946322031,0.9316390492018063
12000,0.9712587283942886,2.6978468994083764,0.8476350255537312,0.9778119128882765,2.277697946322031,0.9316390492018063
12500,0.9709491052417335,2.740191392250107,0.8462982654927781,0.9778119128882765,2.277697946322031,0.9316390492018063
13000,0.970419921875,2.6859435379309438,0.8366327503545167,0.9778119128882765,2.277697946322031,0.9316390492018063
13500,0.9698217137399799,2.87313868188419,0.8348473217985286,0.9778119128882765,2.277697946322031,0.9316390492018063
14000,0.9693930439003006,2.8508016321482135,0.8252363759718974,0.9778119128882765,2.277697946322031,0.9316390492018063
14500,0.9695376495177855,2.781144012976786,0.786666873201029,0.9778119128882765,2.277697946322031,0.9316390492018063
15000,0.9683321917272044,2.9798038708674035,0.8303435219061226,0.9778119128882765,2.277697946322031,0.9316390492018063
15500,0.9679500015656313,2.918131119350822,0.7875875469444307,0.9778119128882765,2.277697946322031,0.9316390492018063
16000,0.9676788146605712,2.9715443683704392,0.7820048597887774,0.9778119128882765,2.277697946322031,0.9316390492018063
16500,0.9674208964804609,3.085117632329831,0.77092061190032,0.9778119128882765,2.277697946322031,0.9316390492018063
17000,0.9678758884957415,3.2453274848959364,0.7642335460327173,0.9778119128882765,2.277697946322031,0.9316390492018063
17500,0.9658155764654308,3.135447225133185,0.7768619355542284,0.9778119128882765,2.277697946322031,0.9316390492018063
18000,0.9652305000626252,3.103450406634583,0.7652999301997544,0.9778119128882765,2.277697946322031,0.9316390492018063
18500,0.9648831843374248,3.1991704076117853,0.7533699894785987,0.9778119128882765,2.277697946322031,0.9316390492018063
19000,0.9640787434243487,3.2361881949424856,0.7365793804399872,0.9778119128882765,2.277697946322031,0.9316390492018063
19500,0.9637274940506012,3.358960000262775,0.7465156713899372,0.9778119128882765,2.277697946322031,0.9316390492018063
20000,0.9645513879321143,3.4452272756977225,0.7273800265888981,0.9778119128882765,2.277697946322031,0.9316390492018063
20500,0.9636380769351203,3.442746408938138,0.7118334304968784,0.9778119128882765,2.277697946322031,0.9316390492018063
21000,0.9613991655185371,3.4578860505345186,0.7310584294406822,0.9778119128882765,2.277697946322031,0.9316390492018063
21500,0.9606601679922344,3.4979635847067585,0.6919365640148311,0.9778119128882765,2.277697946322031,0.9316390492018063
22000,0.9617611198960421,3.525563094613397,0.6792795811880208,0.9778119128882765,2.277697946322031,0.9316390492018063
22500,0.9600920982590181,3.7119529380392744,0.694913955695953,0.9778119128882765,2.277697946322031,0.9316390492018063
23000,0.9601865253945391,3.516596133434957,0.6172096932783913,0.9778119128882765,2.277697946322031,0.9316390492018063
23500,0.9582281946705912,3.7259425407867273,0.6864679231132572,0.9778119128882765,2.277697946322031,0.9316390492018063
24000,0.956766599605461,3.763270461313015,0.6700724470350868,0.9778119128882765,2.277697946322031,0.9316390492018063
24500,0.9566545591182365,3.7113858600302736,0.6228911443761999,0.9778119128882765,2.277697946322031,0.9316390492018063
25000,0.9564182075087675,4.013898061745405,0.6389580766481642,0.9778119128882765,2.277697946322031,0.9316390492018063
25500,0.954542718248998,4.02502855846073,0.6490593256061827,0.9778119128882765,2.277697946322031,0.9316390492018063
