iteration,loss,pred_rate,r_square,best_valid_loss,best_pred_rate,best_r_square
1,1.0000615850225225,-0.0011395211585353822,0.00016051481850293852,0.9999823065252753,-0.0011395211585353822,0.00016051481850293852
500,0.9829413397772773,1.3295838917662768,0.8696162398669823,0.9805605996621621,1.3295838917662768,0.8696162398669823
1000,0.9808777038757508,1.7807178656166607,0.9266771751060682,0.9780611861861862,1.7807178656166607,0.9266771751060682
1500,0.9799105550863363,1.9912747686996908,0.9537766782474856,0.9777334561123624,1.9912747686996908,0.9537766782474856
2000,0.979638965137012,2.0906780073737323,0.9520316806991522,0.9769784628378378,2.0906780073737323,0.9520316806991522
2500,0.9790710632507508,1.9293278923893122,0.9620259050880038,0.9769784628378378,2.0906780073737323,0.9520316806991522
3000,0.978818457129004,2.0512228998443307,0.9706763024902354,0.9769784628378378,2.0906780073737323,0.9520316806991522
3500,0.9791281418136887,1.9484217735273737,0.958931635550909,0.9769784628378378,2.0906780073737323,0.9520316806991522
4000,0.9791252580705706,2.1320629005592386,0.9569769550975585,0.9769784628378378,2.0906780073737323,0.9520316806991522
4500,0.9786866260792042,2.1414052527610368,0.9596711333635772,0.9769784628378378,2.0906780073737323,0.9520316806991522
5000,0.9782512786223724,2.1310222657826934,0.9686183459025011,0.9769784628378378,2.0906780073737323,0.9520316806991522
5500,0.9784497388013013,2.0387399401246573,0.9579462361651571,0.9769784628378378,2.0906780073737323,0.9520316806991522
6000,0.9783473219313064,2.0781400484766293,0.956557587792107,0.9769784628378378,2.0906780073737323,0.9520316806991522
6500,0.9782505747935435,2.123006890541278,0.9592500735471182,0.9769784628378378,2.0906780073737323,0.9520316806991522
7000,0.9781538863081832,2.0955745184373393,0.9602070924503755,0.9769784628378378,2.0906780073737323,0.9520316806991522
7500,0.9778271337743994,2.093981659413886,0.9640037764013897,0.9769784628378378,2.0906780073737323,0.9520316806991522
8000,0.9778893248717467,2.1718578713827306,0.9600275036625542,0.9769784628378378,2.0906780073737323,0.9520316806991522
8500,0.9778344164476978,2.159421701296209,0.9534546603675838,0.9769784628378378,2.0906780073737323,0.9520316806991522
9000,0.9778619439752252,2.2040812350532026,0.9590367479805367,0.9769784628378378,2.0906780073737323,0.9520316806991522
9500,0.9777628018643644,2.1319211123096555,0.9511778003401825,0.9769784628378378,2.0906780073737323,0.9520316806991522
10000,0.9776194162912913,2.125945512485309,0.9499753842569408,0.9769784628378378,2.0906780073737323,0.9520316806991522
10500,0.9775143111861861,2.2163019094653804,0.9565152804938057,0.9769784628378378,2.0906780073737323,0.9520316806991522
11000,0.9773351476476476,2.140697824712681,0.9503772868578682,0.9769784628378378,2.0906780073737323,0.9520316806991522
11500,0.9772040497528779,2.2580637433146666,0.9531285012857287,0.9769784628378378,2.0906780073737323,0.9520316806991522
12000,0.9777338666791792,2.123227167467779,0.9309173194662174,0.9769784628378378,2.0906780073737323,0.9520316806991522
12500,0.9776408048673674,2.2435198893650945,0.9331938304167037,0.9769784628378378,2.0906780073737323,0.9520316806991522
13000,0.9771066476632883,2.1749842233529564,0.9390452489370099,0.9769784628378378,2.0906780073737323,0.9520316806991522
13500,0.9768938078703704,2.2607468038836878,0.9581074360963414,0.9769784628378378,2.0906780073737323,0.9520316806991522
14000,0.9767144879254255,2.3126316698126548,0.9544869542415526,0.9769784628378378,2.0906780073737323,0.9520316806991522
14500,0.9768500531781782,2.3002860363648847,0.9406390979982686,0.9769784628378378,2.0906780073737323,0.9520316806991522
15000,0.9765307006224975,2.252097911951931,0.9456933641846137,0.9769784628378378,2.0906780073737323,0.9520316806991522
15500,0.9765223426551551,2.221662415091294,0.9451718695962277,0.9769784628378378,2.0906780073737323,0.9520316806991522
16000,0.9764828304867368,2.2672828207791764,0.9378736133980402,0.9769784628378378,2.0906780073737323,0.9520316806991522
16500,0.9764039723317067,2.3189952206637265,0.9357030471799406,0.9769784628378378,2.0906780073737323,0.9520316806991522
17000,0.9764632601351352,2.277899399342778,0.9364608170379006,0.9769784628378378,2.0906780073737323,0.9520316806991522
17500,0.9761365467029529,2.3604570738335005,0.9400906386979812,0.9769784628378378,2.0906780073737323,0.9520316806991522
18000,0.9761966165384134,2.300264533375256,0.9297416625614103,0.9769784628378378,2.0906780073737323,0.9520316806991522
18500,0.975834936498999,2.3016398778810494,0.9265193953551812,0.9769784628378378,2.0906780073737323,0.9520316806991522
19000,0.9757014240803303,2.3061069663587195,0.9268725280116991,0.9769784628378378,2.0906780073737323,0.9520316806991522
19500,0.9755082230668168,2.3137214780124182,0.9262624760587596,0.9769784628378378,2.0906780073737323,0.9520316806991522
20000,0.9760027703484735,2.2776860530952674,0.9027958404487091,0.9769784628378378,2.0906780073737323,0.9520316806991522
20500,0.9751652042667668,2.3276254149480127,0.9212500787466571,0.9769784628378378,2.0906780073737323,0.9520316806991522
21000,0.9751382632632632,2.33920147682801,0.9191854721708067,0.9769784628378378,2.0906780073737323,0.9520316806991522
21500,0.9755274415040041,2.3532064456007644,0.9155702220149653,0.9769784628378378,2.0906780073737323,0.9520316806991522
22000,0.9747718226038539,2.396049931903552,0.9181408333505048,0.9769784628378378,2.0906780073737323,0.9520316806991522
22500,0.9750657004660911,2.429771793838633,0.8881130594611244,0.9769784628378378,2.0906780073737323,0.9520316806991522
23000,0.9748918156437688,2.3467019787739862,0.9018680951179497,0.9769784628378378,2.0906780073737323,0.9520316806991522
23500,0.9742758285629379,2.4111936096240334,0.9109785355055258,0.9769784628378378,2.0906780073737323,0.9520316806991522
24000,0.9744821383883884,2.4033067298104585,0.8848766720392475,0.9769784628378378,2.0906780073737323,0.9520316806991522
24500,0.974286718358984,2.428655886340705,0.8955221464767705,0.9769784628378378,2.0906780073737323,0.9520316806991522
25000,0.9737073499280531,2.4841178683267557,0.8986085769715285,0.9769784628378378,2.0906780073737323,0.9520316806991522
25500,0.9737995515046296,2.4250758708453013,0.8784853097624942,0.9769784628378378,2.0906780073737323,0.9520316806991522
26000,0.9738189556744244,2.5138621657929012,0.8932146489794426,0.9769784628378378,2.0906780073737323,0.9520316806991522
26500,0.9738628374468218,2.4921114179409725,0.8735078710231857,0.9769784628378378,2.0906780073737323,0.9520316806991522
27000,0.9734719191848098,2.4127642669572276,0.8711034353835095,0.9769784628378378,2.0906780073737323,0.9520316806991522
27500,0.9732589523116867,2.504311511933157,0.8669037970239866,0.9769784628378378,2.0906780073737323,0.9520316806991522
28000,0.9731978365083834,2.5409146646551966,0.8592346730093676,0.9769784628378378,2.0906780073737323,0.9520316806991522
28500,0.9728881420482983,2.541540168468044,0.8724581180681131,0.9769784628378378,2.0906780073737323,0.9520316806991522
29000,0.9725323565753253,2.578516792192311,0.8617624059454737,0.9769784628378378,2.0906780073737323,0.9520316806991522
29500,0.9724981426739239,2.671935880075981,0.870718701185927,0.9769784628378378,2.0906780073737323,0.9520316806991522
30000,0.9725384955267767,2.658427057522667,0.8477732199451016,0.9769784628378378,2.0906780073737323,0.9520316806991522
30500,0.9722136394206706,2.5330793708646526,0.8473413180385367,0.9769784628378378,2.0906780073737323,0.9520316806991522
31000,0.9716855918418419,2.7035797635953793,0.8722607242328215,0.9769784628378378,2.0906780073737323,0.9520316806991522
31500,0.9721219657157157,2.579713069736907,0.8289027901942607,0.9769784628378378,2.0906780073737323,0.9520316806991522
32000,0.9715546503534784,2.5920909405173846,0.8361850326427019,0.9769784628378378,2.0906780073737323,0.9520316806991522
32500,0.9719888149868618,2.6267805610873762,0.8114394677478491,0.9769784628378378,2.0906780073737323,0.9520316806991522
33000,0.9712241831675426,2.65640195260671,0.8249970935516371,0.9769784628378378,2.0906780073737323,0.9520316806991522
33500,0.9708178784253003,2.5807348521784355,0.8283509218825053,0.9769784628378378,2.0906780073737323,0.9520316806991522
34000,0.9721031285191442,2.7399446727952084,0.7750528349233083,0.9769784628378378,2.0906780073737323,0.9520316806991522
34500,0.9707806048235735,2.7364360540552215,0.8137339047133897,0.9769784628378378,2.0906780073737323,0.9520316806991522
35000,0.9702785402590091,2.7934170834105423,0.8136948425385053,0.9769784628378378,2.0906780073737323,0.9520316806991522
35500,0.9699836164289289,2.7755551290415403,0.8197464458342439,0.9769784628378378,2.0906780073737323,0.9520316806991522
36000,0.9702374151495246,2.8064813666992583,0.80312716888591,0.9769784628378378,2.0906780073737323,0.9520316806991522
